52,2016-04-22,13:12:06,9993229040767231,96167,732.86
53,2015-12-31,07:10:47,9992706197716093,76016,609.23
54,2016-03-14,22:58:58,9991927168535447,68039,582.82
55,2016-02-11,19:46:30,9997792431542431,71606,860.53
56,2016-04-22,05:37:34,9993947973341625,36934,914.51
57,2015-12-05,23:26:53,9996735850339115,69855,396.92
58,2016-06-01,18:29:38,9998214741988715,22883,926.98
59,2016-05-23,18:41:24,9990890359426820,86395,798.26
60,2016-08-03,07:24:07,9999520767495512,56736,245.74
61,2016-01-12,05:31:17,9991109079222622,1530,750.82
62,2016-02-16,11:26:20,9990735185150347,22443,124.63
63,2015-09-30,19:16:52,9990529086659303,65029,640.81
64,2016-05-21,21:15:47,9995120324637645,2242,472.45
65,2015-08-25,05:06:52,9997994002726042,4879,887.64
66,2016-03-26,22:17:26,9998336077863438,46157,503.72
67,2016-06-21,06:46:37,9995101104482095,19092,589.99
68,2015-10-26,15:49:12,9995727656085218,24807,258.53
69,2016-07-02,16:14:28,9995795167622943,79485,313.64
70,2015-09-07,19:53:27,9991022598968252,32226,264.19
71,2016-05-30,20:58:51,9992986763142444,85421,566.22
72,2016-06-02,12:27:25,9990146926612323,36305,550.56
73,2015-11-17,02:29:59,9990874635972064,78353,529.32
74,2016-03-01,08:24:08,9994881310917227,73154,149.90
75,2016-04-15,01:39:18,9993010175293280,36304,348.18
76,2015-11-29,15:20:21,9998829953286171,62794,602.3
77,2016-02-02,01:12:23,9991111111111111,98076,456.63
78,2015-12-08,19:17:22,9990632233527054,37667,329.35
79,2015-12-28,17:24:29,9999982252870471,68942,223.0
80,2016-08-05,01:59:10,9995713505364189,16530,37.47
81,2016-04-10,19:49:10,9994650069533707,62098,42.5
82,2015-10-22,02:15:05,9994915285694024,30321,35.70
83,2016-01-23,16:56:25,9995271082743311,63068,408.58
84,2016-05-18,04:37:35,9997247331632789,61778,965.38
85,2016-06-29,10:06:08,9992306407924483,96611,118.36
86,2016-03-24,22:40:35,9998429852526463,61711,949.13
87,2016-01-01,19:04:22,9991647275788584,8750,613.9
88,2016-08-21,07:00:42,9994896154361462,16955,280.75
89,2016-07-03,06:10:08,9993645593485712,2186,952.17
90,2015-10-08,17:11:53,9990668426816704,27567,344.44
91,2016-01-07,21:56:11,9997859701856007,75661,151.20
92,2016-07-13,16:25:18,9994532775921077,24550,870.65
93,2016-03-08,06:48:08,9990030072260846,54910,615.95
94,2016-05-17,15:19:33,9995798575230721,32397,764.66
95,2015-11-12,13:34:52,9998617966145249,81113,182.22
96,2015-10-09,13:21:08,9992548892094803,80011,934.79
97,2015-10-31,05:31:48,9992567004469397,86222,886.58
98,2016-03-28,12:33:50,9998595680398269,44571,998.74
99,2016-08-12,07:28:54,9999999999999999,17300,723.88
100,2016-03-09,01:12:29,9990975230954069,16065,667.36
101,2016-04-07,23:52:27,9998686706745268,72323,105.86
102,2016-07-20,00:18:54,9992082368158503,46783,852.81
103,2015-09-01,03:32:28,9991324453842092,35714,510.20
104,2016-03-13,15:07:33,9996405734878831,2545,77.16
105,2016-06-07,16:59:57,9995531535688203,89133,310.43
106,2016-06-18,14:59:24,9991066502743620,10030,717.8
107,2015-11-25,08:15:00,9992620965813745,21414,219.40
108,2015-11-03,11:10:17,9997741509628883,16992,501.94
109,2015-09-21,22:50:31,9990600764058689,48211,755.27
110,2016-05-03,19:45:39,9999606528016756,68265,184.67
111,2015-10-31,12:41:21,9997612939330159,2471,189.89
112,2016-07-05,04:45:38,9998530291152585,35653,661.31
113,2016-03-17,01:09:53,9990376439959711,46887,391.65
114,2016-05-29,12:25:50,9996036785437317,15490,763.86
115,2016-07-14,02:28:07,9995068257111145,73312,830.12
116,2016-01-04,02:13:11,9998159312510121,58540,393.88
117,2015-10-05,00:34:01,9991273257192034,66667,332.54
118,2015-12-20,16:33:37,9991262779122969,85392,996.59
119,2015-10-16,09:23:35,9990825172876471,85983,123.92
120,2016-05-19,04:26:14,9994680884980911,34939,436.15
121,2016-03-30,22:33:06,9992662591716797,78770,986.78
122,2015-11-20,15:33:33,9993537963743511,54343,290.71
123,2015-10-22,21:36:59,9997651793978626,45346,59.51
124,2015-11-07,05:11:51,9998255418059142,90261,73.2
125,2016-07-29,04:18:37,9993232823567913,61962,471.38
126,2016-07-18,08:38:17,9998184658470781,24601,736.70
127,2016-06-11,16:48:49,9997779717525624,97455,907.89
128,2016-08-19,10:02:01,9992344749563109,75139,947.7
129,2015-10-16,00:39:00,9998796308642529,37647,84.94
130,2015-10-01,18:23:06,9992005291425768,41970,637.99
131,2015-09-05,02:04:11,9998808521687744,18287,577.11
132,2015-11-21,02:29:34,9993329719333200,58239,516.41
133,2016-02-25,17:55:08,9997415689562432,77316,568.75
134,2016-05-16,22:59:25,9995073415769957,75433,72.28
135,2016-05-22,23:16:46,9998953413575935,38920,904.2
136,2016-01-10,02:23:45,9993130377593562,14177,66.76
137,2016-08-12,11:09:01,9997149231785934,40786,615.40
138,2015-12-25,09:27:34,9992778605934560,69739,806.3
139,2015-12-31,21:26:32,9993910515343300,42600,703.72
140,2015-12-30,14:28:57,9990035130683036,25703,730.39
141,2016-07-25,20:36:06,9992336299633198,85949,24.15
142,2016-07-18,20:17:15,9997977250341814,97156,484.22
143,2015-10-17,17:20:24,9994832361864684,75137,534.71
144,2016-04-20,15:09:48,9992097484595452,69795,159.68
145,2016-04-23,14:51:42,9992387048867965,35311,714.67
146,2016-07-05,21:51:30,9998942709442158,41427,232.53
147,2016-02-10,05:55:37,9999962638532202,82400,334.33
148,2015-11-22,11:00:21,9999043671014154,31681,462.89
149,2016-03-07,05:15:19,9993536869971767,86263,411.56
150,2016-03-17,15:33:52,9999989713395225,16001,593.70
151,2015-12-04,13:15:29,9993213029338772,69550,367.56
152,2016-02-15,17:35:36,9995341230161348,21090,462.67
153,2016-06-07,12:29:00,9991565995183140,88330,394.14
154,2016-06-14,13:24:11,9991111111111111,5116,644.43
155,2015-09-25,14:53:41,9992989413950698,36027,114.88
156,2015-10-28,14:50:43,9992671931256624,22480,301.88
157,2016-06-04,16:56:16,9997834069268441,45688,782.68
158,2015-11-14,01:10:09,9996763740378644,93239,67.34
159,2015-12-20,03:10:50,9995927950521272,47132,103.25
160,2015-12-20,09:46:33,9997944129779103,23127,168.95
161,2016-08-09,15:56:39,9996662173249720,63925,853.78
162,2016-06-21,04:49:28,9996157358457054,27180,709.62
163,2016-02-07,15:11:24,9990642834247212,53385,844.56
164,2016-07-15,06:06:09,9991222581328813,44781,786.93
165,2015-09-16,01:23:14,9990516201195575,86801,18.28
166,2016-07-31,23:42:35,9992308315532324,12257,245.84
167,2016-03-13,23:03:03,9992864040075336,19926,688.51
168,2016-02-02,09:35:30,9994196932825292,8941,385.46
169,2015-10-22,11:13:43,9996502487144913,48038,820.57
170,2016-02-14,18:47:21,9999384164794016,94970,780.34
171,2015-09-29,14:05:42,9998135974180300,83369,248.20
172,2016-07-15,06:54:42,9997224708756517,47312,31.73
173,2015-10-12,05:09:32,9996848988855244,6699,618.55
174,2015-12-25,13:08:32,9996022623757781,86778,518.37
175,2016-02-23,08:55:01,9990717638130422,1633,489.99
176,2016-06-24,03:09:13,9991917623277702,65043,955.18
177,2016-02-08,09:18:34,9996987698388548,35792,74.73
178,2016-05-30,14:39:25,9994954875832308,83742,788.82
179,2015-10-08,13:41:40,9995069747094251,65409,444.84
180,2015-12-27,16:48:23,9992329078920884,8447,218.72
181,2016-06-20,17:39:02,9995178924086033,97696,48.84
182,2015-09-10,23:53:33,9993115165272921,32665,128.55
183,2015-11-30,10:16:20,9997537312893945,90907,944.92
184,2016-02-19,10:09:30,9997252290964242,70757,108.71
185,2016-03-03,08:19:58,9995974550273072,95083,312.57
186,2016-08-05,07:38:42,9998787687571708,49197,836.53
187,2016-07-29,19:46:30,9995873374626256,97858,520.1
188,2016-08-06,13:17:55,9993671259893825,45212,63.15
189,2016-03-05,04:08:40,9992744976397004,17387,891.44
190,2016-05-21,05:42:28,9999585154193400,13976,462.3
191,2016-07-18,17:31:39,9993538167087578,80720,195.86
192,2016-02-29,13:47:20,9994898383262079,82153,944.82
193,2015-09-12,08:40:13,9992135971747868,17545,139.54
194,2016-05-10,06:38:01,9997713273838652,73815,995.39
195,2016-08-08,21:17:54,9995721601315653,82338,836.14
196,2015-11-18,03:57:30,9991940807022860,64839,729.24
197,2016-07-08,00:37:16,9997241233251395,96445,561.2
198,2015-11-01,07:39:52,9999999999999999,37769,617.63
199,2016-02-19,20:57:09,9995572702186535,13240,102.64
200,2016-07-29,06:40:04,9997675011058366,55391,4.85
